114,"Ranger Skill Book - Wind of the Spirit"
115,"Sorceress Skill Book - Dark Bound"
116,"Berserker Skill Book - Fort of Giant"
117,"Tamer Skill Book - Heilang: Lightning of Earth"
118,"Tamer Skill Book - Heilang: Scratch"
119,"Tamer Skill Book - Heilang: Roaring"
120,"Musa Skill Book - Blind Thrust"
121,"Musa Skill Book - Retaliation"
122,"Musa Skill Book - Rising Storm"
123,"Warrior Skill Book - Increase Grip"
124,"Musa Skill Book - Force of the Sword"
125,"Tamer Skill Book - Fortune's Blessing"
126,"Valkyrie Skill Book - Breath of Elion"
127,"Valkyrie Skill Book - Sword of Judgment"
128,"Valkyrie Skill Book - Righteous Charge"
129,"Valkyrie Skill Book - Noble Vow"
130,"Maehwa Skill Book - Blind Thrust"
131,"Maehwa Skill Book - Retaliation"
132,"Maehwa Skill Book - Chaos: Red Moon"
133,"Maehwa Skill Book - Force of the Sword"
134,"Wizard/Witch Skill Book - Mana Absorption"
135,"Wizard/Witch Skill Book - Lightning Chain"
136,"Wizard/Witch Skill Book - Meteor Shower"
137,"Wizard/Witch Skill Book - Magical Power Boost"
138,"Kunoichi/Ninja Skill Book - Ankle Cutter"
139,"Kunoichi/Ninja Skill Book - Ninjutsu: Shadow Stomp"
140,"Kunoichi/Ninja Skill Book - Ninjutsu: Block Jump"
141,"Kunoichi/Ninja Skill Book - Shining Blade"
142,"Warrior Skill Book - Awakening: Goyen's Great Sword"
143,"Warrior Skill Book - Executioner"
144,"Warrior Skill Book - Merciless"
145,"Sorceress Skill Book - Awakening: Cartian's Scythe"
146,"Sorceress Skill Book - Dead Hunt"
147,"Sorceress Skill Book - Grim Reaper"
148,"Berserker Skill Book - Awakening: Tantu's Iron Buster"
149,"Berserker Skill Book - Devastation"
150,"Berserker Skill Book - Titan Syndrome"
151,"Ranger Skill Book - Awakening: Kamasylven Sword"
152,"Ranger Skill Book - Awakening: Cold Blade"
153,"Ranger Skill Book - Awakening: Guardian"
154,"Tamer Skill Book - Awakening: Daru's Celestial Bo Staff"
155,"Tamer Skill Book - Heilang: Berserk"
156,"Tamer Skill Book - Beast Rampage"
157,"Valkyrie Skill Book - Awakening: Holy Lancia"
158,"Valkyrie Skill Book - Noble Spirit"
159,"Valkyrie Skill Book - Sacrum Ferit"
160,"Musa Skill Book - Awakening: Haeam's Crescent Blade"
161,"Musa Skill Book - Awakening: Musa's Soul"
162,"Musa Skill Book - Awakening: Spinner"
163,"Maehwa Skill Book - Awakening: Maehwa's Kerispear"
164,"Maehwa Skill Book - Awakening: General Apricot"
165,"Maehwa Skill Book - Awakening: Tenacious Edge"
166,"Ninja Skill Book - Awakening: Narusawa's Sura Katana"
167,"Ninja Skill Book - Awakening: Corrupt Sword Dance"
168,"Ninja Skill Book - Awakening: Asura"
169,"Kunoichi Skill Book - Awakening: Crimson Sah Chakram"
170,"Kunoichi Skill Book - Awakening: Crimson Eclipse"
171,"Kunoichi Skill Book - Awakening: Half Moon Slash"
172,"Witch Skill Book - Awakening: Aad Sphera of Deneve"
173,"Witch Skill Book - Awakening: Psyche of Aad Sphera"
174,"Witch Skill Book - Awakening: Fissure Wave"
175,"Wizard Skill Book - Awakening: Lord Red's Godr Sphera"
176,"Wizard Skill Book - Awakening: Controlled Madness"
177,"Wizard Skill Book - Awakening: Aqua Jail Explosion"
178,"Dark Knight Skill Book - Awakening: Imperious Vediant"
179,"Dark Knight Skill Book - Awakening: Touch of Exploitation"
180,"Dark Knight Skill Book - Awakening: Overlord"
181,"Striker Skill Book - Awakening: Enlightened Gardbrace"
182,"Striker Skill Book - Awakening: Ultimate Crush"
183,"Striker Skill Book - Awakening: Descent of Fury"
184,"Mystic Skill Book - Awakening: Banha's Cestus"
185,"Mystic Skill Book - Awakening: Dragonize"
186,"Mystic Skill Book - Awakening: Tidal Burst"
187,"Lahn Skill Book - Awakening: Crimson Glaives of Antiquity"
188,"Lahn Skill Book - Awakening: Earthly Pain"
189,"Lahn Skill Book - Awakening: Annihilator"
190,"Archer Skill Book - Ascension: Watcher"
191,"Warrior Skill Book - Succession: Warrior's Spirit"
192,"Shai Skill Book - Talent: Melody of Light"
193,"Ranger Skill Book - Succession: Feathers of Lemoria"
194,"Valkyrie Skill Book - Succession: Valkyrie's Vow"
195,"Shai Skill Book - Tuning"
196,"Sorceress Skill Book - Succession: Abyssal Contract"
197,"Tamer Skill Book - Succession: Power of the Beast"
198,"Maehwa Skill Book - Succession: Maehwa's Conviction"
199,"Dark Knight Skill Book - Succession: Wrath of Vedir"
201,"Breath of Aal"
202,"Adventurer's Table(unused)"
206,"Flashbang"
207,"Fire Shot"
208,"Poison Shot"
209,"Firewood"
210,"Brown Coal"
211,"Impure Black Stone Powder"
212,"Capturing Rope"
213,"Impure Whitestone Powder"
214,"Anti-jellyfish Firecracker"
215,"Flare"
216,"[Guild] Flashbang"
217,"[Guild] Fire Shot"
218,"[Guild] Poison Shot"
219,"Firecracker (Red)"
220,"Firecracker (Green)"
221,"Firecracker (Blue)"
222,"Firecracker D"
223,"Firecracker (HappyNewYear)"
224,"Firecracker (MerryChristmas)"
225,"Firecracker (0)"
226,"Firecracker (1)"
227,"Firecracker (2)"
228,"Firecracker (3)"
229,"Firecracker (4)"
230,"Firecracker (5)"
231,"Firecracker (6)"
232,"Firecracker (7)"
233,"Firecracker (8)"
234,"Firecracker (9)"
235,"Firecracker (A)"
236,"Firecracker (B)"
237,"Firecracker (C)"
238,"Firecracker (D)"
239,"Firecracker (E)"
240,"Firecracker (F)"
241,"Firecracker (G)"
242,"Firecracker (H)"
243,"Firecracker (I)"
244,"Firecracker (J)"
245,"Firecracker (K)"
246,"Firecracker (L)"
247,"Firecracker (M)"
248,"Firecracker (N)"
249,"Firecracker (O)"
250,"Firecracker (P)"
251,"Firecracker (Q)"
252,"Firecracker (R)"
253,"Firecracker (S)"
254,"Firecracker (T)"
255,"Firecracker (U)"
256,"Firecracker (V)"
257,"Firecracker (W)"
258,"Firecracker (X)"
259,"Firecracker (Y)"
260,"Firecracker (Z)"
261,"Firecracker (!)"
262,"Firecracker (Red)"
263,"[Event] Old Moon Flare"
264,"[Event] Sealed Flare"
265,"Wish Lantern of Happiness"
266,"Wish Lantern of Achievement"
267,"Wish Lantern of Health"
268,"Wish Lantern of Jackpot"
269,"Wish Lantern of Joy"
270,"Wish Lantern of Acceptance"
271,"Wish Lantern of Well-Being"
272,"Wish Lantern of Bonanza"
273,"Wish Lantern of Love"
274,"Wish Lantern of Amour"
275,"Big Garnier Firecracker A"
276,"Big Garnier Firecracker B"
277,"Big Garnier Firecracker C"
278,"Big Garnier Firecracker D"
279,"Big Garnier Firecracker E"
280,"BIG Garnier Firecracker F"
281,"BIG Garnier Firecracker G"
282,"BIG Firecracker TYPE 03 B"
283,"BIG Firecracker TYPE 03 C"
284,"BIG Firecracker TYPE 04 A"
285,"BIG Firecracker TYPE 04 B"
286,"BIG Firecracker TYPE 04 C"
287,"BIG Firecracker TYPE 05 A"
288,"BIG Firecracker TYPE 05 B"
289,"BIG Firecracker TYPE 05 C"
290,"Small Garnier Firecracker A"
291,"[Event] Wish Lantern"
292,"Flare of the Ancients"
293,"Dim Origin of Clear Water"
294,"Dim Origin of Crimson Flame"
295,"Dim Origin of Earth"
296,"Nightmare Fragment"
301,"Guild Skill Experience (500)"
302,"Guild Skill Experience (1,000)"
303,"Guild Skill Experience (1,500)"
304,"Guild Skill Experience (2,000)"
305,"Guild Skill Experience (2,500)"
306,"Guild Skill Experience (3,000)"
307,"Guild Skill Experience (3,500)"
308,"Guild Skill Experience (4,000)"
309,"Guild Skill Experience (5,000)"
310,"Guild Skill Experience (6,000)"
311,"Guild Skill Experience (7,000)"
312,"Guild Skill Experience (8,000)"
313,"Guild Skill Experience (9,000)"
314,"Guild Skill Experience (10,000)"
315,"Guild Skill Experience (11,000)"
316,"Guild Skill Experience (12,000)"
317,"Guild Skill Experience (13,000)"
318,"Guild Skill Experience (14,000)"
319,"Guild Skill Experience (15,000)"
320,"Guild Skill Experience (300)"
321,"Guild Skill EXP(24,000)"
322,"Guild Skill EXP(27,000)"
323,"Guild Skill EXP (30,000)"
324,"Guild Skill Experience (35,000)"
325,"Guild Skill Experience (40,000)"
326,"Guild Skill Experience (48,000)"
327,"Guild Skill EXP(25,000)"
331,"Guild Karma (500)"
332,"Guild Karma (1,000)"
333,"Guild Karma (1,500)"
334,"Guild Karma (2,000)"
335,"Guild Karma (2,500)"
336,"Guild Karma (3,000)"
337,"Guild Karma (3,500)"
338,"Guild Karma (4,000)"
339,"Guild Karma (5,000)"
340,"Guild Karma (6,000)"
341,"Guild Karma (7,000)"
342,"Guild Karma (8,000)"
343,"Guild Karma (9,000)"
344,"Guild Karma (10,000)"
345,"Guild Karma (11,000)"
346,"Guild Karma (12,000)"
347,"Guild Karma (13,000)"
348,"Guild Karma (14,000)"
349,"Guild Karma (15,000)"
350,"Gathering Skill Experience"
351,"Gathering Skill Experience"
352,"Gathering Skill Experience"
353,"Gathering Skill Experience"
354,"Gathering Skill Experience"
355,"Gathering Skill Experience"
356,"Gathering Skill Experience"
357,"Gathering Skill Experience"
358,"Gathering Skill Experience"
360,"Fishing Skill Experience"
361,"Fishing Skill Experience"
362,"Fishing Skill Experience"
363,"Fishing Skill Experience"
364,"Fishing Skill Experience"
365,"Fishing Skill Experience"
366,"Fishing Skill Experience"
367,"Fishing Skill Experience"
368,"Fishing Skill Experience"
370,"Hunting Skill Experience"
371,"Hunting Skill Experience"
372,"Hunting Skill Experience"
373,"Hunting Skill Experience"
374,"Hunting Skill Experience"
375,"Hunting Skill Experience"
376,"Hunting Skill Experience"
377,"Hunting Skill Experience"
378,"Hunting Skill Experience"
379,"Hunting Skill Experience"
380,"Cooking Skill Experience"
381,"Cooking Skill Experience"
382,"Cooking Skill Experience"
383,"Cooking Skill Experience"
384,"Cooking Skill Experience"
385,"Cooking Skill Experience"
386,"Cooking Skill Experience"
387,"Cooking Skill Experience"
388,"Cooking Skill Experience"
390,"Alchemy Skill Experience"
391,"Alchemy Skill Experience"
392,"Alchemy Skill Experience"
393,"Alchemy Skill Experience"
394,"Alchemy Skill Experience"
395,"Alchemy Skill Experience"
396,"Alchemy Skill Experience"
397,"Alchemy Skill Experience"
398,"Alchemy Skill Experience"
399,"Training Skill Experience"
400,"Hunting Skill Experience"
402,"Contribution EXP 50"
403,"Contribution EXP 5"
404,"Contribution EXP 80"
405,"Contribution EXP 8"
406,"Contribution EXP 100"
407,"Contribution EXP 10"
408,"Token of Desert Trading"
409,"Token of Desert Trading"
410,"Hunting Skill EXP"
411,"Hunting Skill EXP"
412,"Hunting Skill EXP"
413,"Hunting Skill EXP"
414,"Hunting Skill EXP"
415,"Hunting Skill EXP"
416,"Hunting Skill EXP"
417,"Sailing EXP"
418,"Token of Gratitude"
419,"Contribution Recovery 15"
420,"Contribution Recovery 30"
421,"Contribution EXP 15"
422,"Contribution EXP 20"
423,"Contribution EXP 40"
424,"Contribution EXP 60"
425,"Contribution EXP 70"
426,"Contribution EXP 90"
427,"Contribution EXP 110"
428,"Contribution EXP 120"
429,"Contribution EXP 130"
430,"Contribution EXP 140"
431,"Contribution EXP 150"
432,"Contribution EXP 200"
433,"Contribution EXP 300"
434,"Contribution EXP 400"
435,"Contribution EXP 500"
436,"Contribution EXP 600"
437,"Contribution EXP 700"
438,"Contribution EXP 800"
439,"Contribution EXP 900"
440,"Contribution EXP 1000"
441,"Golden Pig's Blessing"
442,"Golden Pig's Blessing"
443,"Golden Pig's Blessing"
444,"Golden Pig's Blessing"
445,"Golden Pig's Blessing"
446,"Golden Pig's Blessing"
447,"Golden Pig's Blessing"
448,"Hunting Skill EXP"
450,"Red Seal"
451,"Trade Item Exchange Coupon"
452,"Shiny Golden Seal - [Calpheon Trade]"
453,"Shiny Golden Seal - [Mediah Trade]"
454,"Shiny Golden Seal - [Imperial Delivery]"
455,"Shiny Golden Seal - [Work Supervisor]"
456,"Shiny Golden Seal - [Imperial Cuisine]"
457,"Shiny Golden Seal - [Imperial Alchemy]"
458,"Shiny Golden Seal - [Imperial Fishing]"
459,"Shiny Golden Seal - [Imperial Training]"
460,"Shiny Golden Seal - [Imperial Conquest]"
461,"Training Skill Experience"
462,"Training Skill Experience"
463,"Training Skill Experience"
464,"Training Skill Experience"
465,"Training Skill Experience"
466,"Training Skill Experience"
467,"Training Skill Experience"
468,"Training Skill Experience"
469,"Trade Skill Experience"
470,"Trade Skill Experience"
471,"Trade Skill Experience"
472,"Trade Skill Experience"
473,"Trade Skill Experience"
474,"Trade Skill Experience"
475,"Trade Skill Experience"
476,"Trade Skill Experience"
477,"Trade Skill Experience"
478,"Processing Skill Experience"
479,"Processing Skill Experience"
480,"Processing Skill Experience"
481,"Processing Skill Experience"
482,"Processing Skill Experience"
483,"Processing Skill Experience"
484,"Processing Skill Experience"
485,"Processing Skill Experience"
486,"Processing Skill Experience"
491,"Inventory +1 Expansion"
492,"Inventory +2 Expansion"
493,"Inventory +3 Expansion"
494,"Inventory +4 Expansion"
495,"Inventory +5 Expansion"
496,"Inventory +6 Expansion"
497,"Inventory +7 Expansion"
498,"Inventory +8 Expansion"
502,"HP Potion (Beginner)"
503,"MP Potion (Beginner)"
504,"Melee AP Enhancer"
505,"Ranged AP Enhancer"
506,"Magic AP Enhancer"
507,"Melee Damage Reducer"
508,"Ranged Damage Reducer"
509,"Magic Damage Reducer"
510,"Knockback/Floating Resistance Enhancer"
511,"Knockdown/Bound Resistance Enhancer"
512,"Grapple Resistance Enhancer"
513,"Instant HP Potion (Small)"
514,"Instant HP Potion (Medium)"
515,"Instant MP Potion (Small)"
516,"Instant MP Potion (Medium)"
517,"HP Potion (Small)"
518,"HP Potion (Medium)"
519,"HP Potion (Large)"
520,"MP Potion (Small)"
521,"MP Potion (Medium)"
522,"MP Potion (Large)"
523,"Accuracy Enhancer"
524,"HP Potion (Extra Large)"
525,"Зелье HP (особое)"
526,"MP Potion (Extra Large)"
527,"Зелье MP (особый)"
528,"Instant HP Potion (Large)"
529,"Instant HP Potion (Extra Large)"
530,"Моментное зелье HP (особое)"
531,"Instant MP Potion (Large)"
532,"Instant MP Potion (Extra Large)"
533,"Моментное зелье MP (особое)"
538,"HP Potion (Continuous)"
539,"Poison Resistance"
540,"MP Potion (Buff)"
541,"Poison Antidote Herb"
542,"Recover 2 Energy"
543,"Recover 3 Energy"
544,"Recover 5 Energy"
545,"Recover 200 Energy"
546,"Restores 10 Energy"
547,"Restores 15 Energy"
548,"Restores 20 Energy"
551,"[Guild] HP Potion (Small)"
552,"[Guild] HP Potion (Medium)"
553,"[Guild] HP Potion (Large)"
554,"[Guild] HP Potion (Extra Large)"
555,"[Осада] Зелье HP (особое)"
561,"[Guild] MP Potion (Small)"
562,"[Guild] MP Potion (Medium)"
563,"[Guild] MP Potion (Large)"
564,"[Guild] MP Potion (Extra Large)"
565,"[Осада] Зелье MP (особое)"
566,"Grain Juice"
567,"Concentrated Grain Juice"
568,"Highly Concentrated Grain Juice"
569,"Herbal Juice"
570,"Concentrated Herbal Juice"
571,"Highly Concentrated Herbal Juice"
572,"Health Experience"
573,"Strength Experience"
574,"Stamina Experience"
575,"Whale Tendon Potion"
576,"Superior Whale Tendon Potion"
577,"Karma -1"
578,"Refined Grain Juice"
579,"Refined Herbal Juice"
580,"[Battlefield] Instant HP Potion (XL)"
581,"[Battlefield] Instant MP Potion (XL)"
582,"[Battlefield] Highly Concentrated Herbal Juice"
583,"[Battlefield] HP Potion (XL)"
584,"[Battlefield] MP Potion (XL)"
585,"[Battlefield] Potion of Strong Protection"
586,"Energy Potion (Small)"
587,"Energy Potion (Medium)"
588,"Energy Potion (Large)"
589,"Energy Potion (Extra Large)"
590,"Energy Potion (Jumbo)"
591,"WP Potion (Small)"
592,"WP Potion (Medium)"
593,"WP Potion (Large)"
594,"WP Potion (Extra Large)"
595,"SP Potion (Small)"
596,"SP Potion (Medium)"
597,"SP Potion (Large)"
598,"SP Potion (Extra Large)"
599,"Old Moon Fruit Basket"
601,"[Party] Elixir of Amity"
602,"[Party] Improved Elixir of Amity"
603,"[Party] Elixir of Thorn"
604,"[Party] Elixir of Sharp Thorn"
605,"[Party] Resurrection Elixir"
606,"[Party] Strong Resurrection Elixir"
607,"[Party] Elixir of Human Hunt"
608,"[Party] Elixir of Perfect Human Hunt"
609,"[Party] Elixir of Frenzy"
610,"[Party] Elixir of Endless Frenzy"
611,"[Party] Golden Hand Elixir"
612,"[Party] Glorious Golden Hand Elixir"
613,"[Party] Elixir of Draining"
614,"[Party] Elixir of Strong Draining"
615,"[Party] Elixir of Demihuman Hunt"
616,"[Party] Fierce Demihuman Hunting Elixir"
617,"[Party] Elixir of Perforation"
618,"[Party] Elixir of Brutal Perforation"
619,"[Party] Elixir of Energy"
620,"[Party] Surging Energy Elixir"
621,"[Party] Elixir of Wings"
622,"[Party] Soaring Wings Elixir"
623,"[Party] Elixir of Death"
624,"[Party] Brutal Death Elixir"
625,"[Party] Elixir of Wind"
626,"[Party] Elixir of Flowing Wind"
627,"[Party] Elixir of Swiftness"
628,"[Party] Elixir of Intrepid Swiftness"
629,"[Party] Elixir of Spells"
630,"[Party] Elixir of Agile Spells"
631,"[Party] Elixir of Seal"
632,"[Party] Agile Seal Elixir"
633,"[Party] Elixir of Assassination"
634,"[Party] Elixir of Lethal Assassin"
635,"[Party] Elixir of Detection"
636,"[Party] Elixir of Sharp Detection"
637,"[Party] Elixir of Concentration"
638,"[Party] Elixir of Advanced Concentration"
639,"[Party] Elixir of Will"
640,"[Party] Elixir of Remarkable Will"
641,"[Party] Elixir of Fury"
642,"[Party] Elixir of Endless Fury"
643,"[Party] Elixir of Resistance"
644,"[Party] Elixir of Sharp Resistance"
645,"[Party] Elixir of Life"
646,"[Party] Elixir of Strong Life"
647,"[Party] Elixir of Mentality"
648,"[Party] Elixir of Clear Mentality"
649,"[Party] Grim Reaper's Elixir"
650,"[Party] Grim Soul Reaper's Elixir"
651,"[Party] EXP Elixir"
652,"[Party] Splendid EXP Elixir"
653,"[Party] Defense Elixir"
654,"[Party] Elixir of Steel Defense"
655,"[Party] Elixir of Carnage"
656,"[Party] Elixir of Brutal Carnage"
657,"[Party] Elixir of Sky"
658,"[Party] Merciless Sky Elixir"
659,"[Party] Elixir of Endurance"
660,"[Party] Elixir of Overwhelming Endurance"
661,"[Party] Worker's Elixir"
662,"[Party] Skilled Worker's Elixir"
663,"[Party] Fisher's Elixir"
664,"Elixir of Amity"
665,"Improved Elixir of Amity"
666,"Elixir of Thorn"
667,"Elixir of Sharp Thorn"
668,"Resurrection Elixir"
669,"Strong Resurrection Elixir"
670,"Elixir of Human Hunt"
671,"Elixir of Perfect Human Hunt"
672,"Elixir of Frenzy"
673,"Elixir of Endless Frenzy"
674,"Golden Hand Elixir"
675,"Glorious Golden Hand Elixir"
676,"Elixir of Draining"
677,"Elixir of Strong Draining"
678,"Elixir of Demihuman Hunt"
679,"Fierce Demihuman Hunting Elixir"
680,"Elixir of Perforation"
681,"Elixir of Brutal Perforation"
682,"Elixir of Energy"
683,"Surging Energy Elixir"
684,"Elixir of Wings"
685,"Soaring Wings Elixir"
686,"Elixir of Death"
687,"Brutal Death Elixir"
688,"Elixir of Wind"
689,"Elixir of Flowing Wind"
690,"Elixir of Swiftness"
691,"Elixir of Intrepid Swiftness"
692,"Elixir of Spells"
693,"Elixir of Agile Spells"
694,"Elixir of Seal"
695,"Agile Seal Elixir"
696,"Elixir of Assassination"
697,"Elixir of Lethal Assassin"
698,"Elixir of Detection"
699,"Elixir of Sharp Detection"
700,"Elixir of Concentration"
701,"Elixir of Advanced Concentration"
702,"Elixir of Will"
703,"Elixir of Remarkable Will"
704,"Elixir of Fury"
705,"Elixir of Endless Fury"
706,"Elixir of Resistance"
707,"Elixir of Sharp Resistance"
708,"Elixir of Life"
709,"Elixir of Strong Life"
710,"Elixir of Mentality"
711,"Elixir of Clear Mentality"
712,"Grim Reaper's Elixir"
713,"Grim Soul Reaper's Elixir"
714,"EXP Elixir"
715,"Splendid EXP Elixir"
716,"Defense Elixir"
717,"Elixir of Steel Defense"
718,"Elixir of Carnage"
719,"Elixir of Brutal Carnage"
720,"Elixir of Sky"
721,"Merciless Sky Elixir"
722,"Elixir of Endurance"
723,"Elixir of Overwhelming Endurance"
724,"Worker's Elixir"
725,"Skilled Worker's Elixir"
726,"Fisher's Elixir"
727,"Skilled Fisher's Elixir"
728,"Elixir of Burn Removal"
729,"Antidote Elixir"
730,"Elixir of Hemostasis"
731,"Elixir of Relaxation"
732,"Whale Tendon Elixir"
733,"Tough Whale Tendon Elixir"
734,"Perfume of Courage"
735,"Perfume of Swiftness"
736,"[Party] Skilled Fisher's Elixir"
737,"[Party] Elixir of Burn Removal"
738,"[Party] Antidote Elixir"
739,"[Party] Elixir of Hemostasis"
740,"Griffon's Elixir"
741,"Strong Griffon's Elixir"
742,"Elixir of Gazelle Horn"
743,"Strong Elixir of Gazelle Horn"
744,"[Party] Griffon's Elixir"
745,"[Party] Strong Griffon's Elixir"
746,"[Party] Elixir of Gazelle Horn"
747,"[Party] Strong Elixir of Gazelle Horn"
748,"Khalk's Elixir"
749,"Elixir of Time"
750,"Elixir of Flowing Time"
751,"[Party] Elixir of Time"
752,"[Party] Elixir of Flowing Time"
753,"Elixir of Training"
754,"Elixir of Expert Training"
755,"[Party] Elixir of Training"
756,"[Party] Elixir of Expert Training"
757,"Elixir of Instruction"
758,"Elixir of Bright Instruction"
759,"[Party] Elixir of Instruction"
760,"[Party] Elixir of Bright Instruction"
761,"Marking Reagent"
762,"Elixir of Shock"
763,"Elixir of Strong Shock"
764,"[Party] Elixir of Shock"
765,"[Party] Elixir of Strong Shock"
766,"[Mix] EXP-Reaper Elixir"
767,"[Mix] Time-Training Elixir"
768,"[Mix] Swiftness-Wind-Spell Elixir"
769,"[Mix] Manhunt-Rage Elixir"
770,"[Mix] Thorn-Defense Elixir"
771,"Elixir of Deep Sea"
772,"Crio's Elixir"
773,"Weenie Elixir"
774,"Surging Weenie Elixir"
775,"[Party] Weenie Elixir"
776,"[Party] Surging Weenie Elixir"
777,"Looney Elixir"
778,"Reliable Looney Elixir"
779,"[Party] Looney Elixir"
780,"[Party] Reliable Looney Elixir"
781,"Spirit Perfume Elixir"
782,"Helix Elixir"
783,"Splendid Helix Elixir"
784,"[Party] Helix Elixir"
785,"[Party] Splendid Helix Elixir"
791,"Verdure Draught"
792,"Beast's Draught"
793,"Giant's Draught"
794,"Savage Draught"
795,"Frenzy Draught"
796,"Celerity Draught"
797,"Unbridled Celerity Draught"
798,"Armor Draught"
801,"EXP +10%"
802,"Luck Increase"
803,"Attack Speed +1"
804,"Movement Speed +1"
805,"Casting Speed +1"
806,"Critical Hit Rate +1"
807,"EXP +5%"
808,"Luck Up"
809,"HP Recover"
810,"MP/WP/SP Recover"
811,"Extra Damage to Demihumans +5"
812,"Extra Damage to Humans +5"
813,"AP Against Beasts +5"
814,"Melee AP +2"
815,"Ranged AP +2"
816,"Magic AP +2"
817,"Melee Damage Decrease +2"
818,"Ranged Damage Decrease +2"
819,"Magic Damage Decrease +2"
820,"Combat EXP +10%"
821,"Max HP +100"
822,"Max MP +100"
823,"All AP +2"
824,"Mushroom"
825,"Smoked Food"
826,"Herb"
827,"[Guild] WP Potion (Small)"
828,"[Guild] WP Potion (Medium)"
829,"[Guild] WP Potion (Large)"
830,"[Guild] WP Potion (Extra Large)"
831,"[Guild] SP Potion (Small)"
832,"[Guild] SP Potion (Medium)"
833,"[Guild] SP Potion (Large)"
834,"[Guild] SP Potion (Extra Large)"
835,"For Trial Characters Only (Breath Lv. 30)"
836,"– For Trial Characters Only (Strength Lv. 30)"
837,"– For Trial Characters Only (Health Lv. 30)"
838,"Combat EXP +20% (60 min.)"
839,"Skill EXP +8% (60 min.)"
840,"Combat EXP +20% (30 min.)"
841,"Skill EXP +8% (30 min.)"
842,"Weight Limit +200LT (24 Hours)"
843,"[Guild] Golden Bell"
844,"[Battlefield] Exquisite Cron Meal"
845,"[Battlefield] Giant's Draught"
846,"[Battlefield] Perfume of Courage"
847,"[Battlefield] Body Enhancement"
848,"Pergamino de Obtención de EXP de Combate"
849,"Light Movement I"
850,"Light Movement II"
851,"Combat EXP +10% (30 min)"
852,"Skill EXP +5% (30 min)"
853,"[Battlefield] Encouragement of a Stalwart Knight"
854,"[Battlefield] Encouragement of a Brave Knight"
855,"[Battlefield] Encouragement of a Valorous Knight"
856,"[QA] Encouragement of a Stalwart Knight"
857,"[QA] Encouragement of a Brave Knight"
858,"[QA] Encouragement of a Valorous Knight"
859,"Skill EXP +5%"
860,"Conqueror's Might"
861,"명예로운 용기의 향수"
862,"[보급] 용기의 향수"
863,"명예로운 심해의 비약"
864,"[보급] 심해의 비약"
865,"명예로운 칼크의 비약"
866,"[보급] 칼크의 비약"
867,"명예로운 정령의 향수 비약"
868,"[보급] 정령의 향수 비약"
869,"명예로운 거인의 영약"
870,"[보급] 거인의 영약"
901,"Fairy Nest"
902,"Escape From Cron Castle"
903,"Goblin Hero's Mural"
904,"Poison Resistance"
905,"Grim Reaper's Fury"
911,"Amity: HP Recovery"
912,"Amity: MP Recovery"
913,"Amity: Human Damage Increase"
914,"Amity: Demihuman Damage Increase"
915,"Amity: Beast Damage Increase"
916,"Amity: Undead Damage Increase"
